UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,M00375,L,299.8,310.8,1395,44.2,0,0,0,0,0,0,0
376,M00376,L,302.8,310.5,2423,37.0,99,0,0,0,0,0,0
377,L00377,M,300.0,308.9,2743,46.9,230,0,0,0,0,0,0
378,L00378,M,304.4,309.0,1658,28.2,91,0,0,0,0,0,0
379,L00379,L,298.1,309.4,2477,43.7,201,0,0,0,0,0,0
380,H00380,L,300.7,308.6,2686,45.9,32,0,0,0,0,0,0
381,M00381,M,298.0,310.3,2534,44.0,109,0,1,0,0,0,0
382,H00382,L,298.3,309.4,1193,31.3,151,0,0,0,0,0,0
383,L00383,M,298.3,310.5,2492,34.0,69,0,0,0,0,0,0
384,M00384,L,304.4,311.0,1756,47.0,141,0,1,0,0,0,0
385,H00385,M,299.5,308.3,2662,39.0,245,0,0,0,0,0,0
386,M00386,H,298.6,309.4,2467,20.1,95,0,0,0,0,0,0
387,H00387,H,300.0,308.5,1658,35.3,82,0,0,0,0,0,0
388,M00388,L,299.6,308.2,2694,51.9,197,0,0,0,0,0,0
389,L00389,M,301.6,310.5,2499,38.6,83,0,0,0,0,0,0
390,L00390,L,295.9,310.2,2426,26.8,216,0,0,0,0,0,0
391,M00391,L,298.1,309.4,1457,36.4,124,0,0,0,0,0,0
392,H00392,L,301.7,309.0,2496,39.8,83,0,0,0,0,0,0
393,L00393,L,299.0,308.9,2781,32.5,165,0,0,0,0,0,0
394,L00394,H,298.5,310.2,2016,53.5,138,0,0,0,0,0,0
395,L00395,L,298.4,309.8,2061,37.0,190,0,0,0,0,0,0
396,M00396,M,301.4,309.1,2815,37.8,159,0,0,0,0,0,0
397,M00397,M,301.4,310.4,1185,38.5,156,0,0,0,0,0,0
398,H00398,M,301.9,310.3,2790,22.0,29,0,0,0,0,0,0
399,H00399,L,297.7,309.0,1860,43.8,156,0,0,0,0,0,0
400,H00400,L,297.6,309.5,2464,34.1,85,0,0,0,0,0,0
401,M00401,M,302.3,310.9,2715,15.6,138,0,0,0,0,0,0
402,M00402,L,300.4,310.7,2090,25.0,176,0,0,0,0,0,0
403,H00403,L,298.8,309.3,2778,39.5,211,0,0,0,1,0,0
404,H00404,L,299.7,311.7,2662,52.3,104,0,0,0,0,0,0
405,M00405,L,297.5,309.8,2110,47.2,77,0,0,0,0,0,0
406,H00406,M,298.9,310.8,1385,45.6,218,0,0,0,0,0,0
407,L00407,L,300.3,308.9,2558,41.0,191,0,0,0,0,0,0
408,M00408,L,300.7,309.8,1510,43.8,121,0,0,0,0,0,0
409,H00409,L,299.8,309.1,2429,41.0,165,0,0,0,0,0,0
410,M00410,L,299.6,308.3,2017,32.6,187,0,0,0,0,0,0
411,L00411,L,301.5,310.0,2532,33.0,195,0,0,0,0,0,0
412,M00412,L,299.8,309.7,2716,40.2,134,1,0,0,0,0,0
413,M00413,L,299.1,311.1,1174,32.4,93,0,0,0,0,0,0
414,M00414,M,298.5,309.4,1964,23.2,73,0,0,0,0,0,0
415,M00415,L,296.5,310.3,2101,46.0,134,0,0,0,0,0,0
416,L00416,L,301.3,309.6,2133,44.4,4,0,0,0,0,0,0
417,M00417,L,302.9,309.0,2174,22.9,195,0,0,0,0,0,0
418,M00418,L,298.3,310.8,1507,27.7,46,0,0,0,0,0,0
419,H00419,H,297.5,309.4,1267,43.4,35,0,0,0,0,0,0
420,M00420,L,298.8,309.6,1628,28.5,142,0,0,0,0,0,0
421,H00421,L,300.6,308.8,1826,40.3,38,0,0,0,0,0,0
422,L00422,L,299.0,308.3,1608,48.4,37,0,0,0,0,0,0
423,L00423,H,299.0,310.5,1262,35.4,35,0,0,0,0,0,0
424,L00424,L,299.8,309.9,2368,46.6,114,0,0,0,0,0,0
425,L00425,M,300.2,310.9,2825,34.9,1,0,0,0,0,0,0
426,H00426,L,300.7,310.5,2193,36.7,14,0,0,0,0,0,0
427,M00427,H,299.4,308.8,2459,44.2,83,0,0,0,0,0,0
428,L00428,M,299.4,310.0,1607,46.7,54,0,0,0,0,0,0
429,M00429,L,296.2,310.0,2621,27.5,225,0,0,0,0,0,0
430,H00430,L,301.9,311.0,2764,26.8,76,0,0,0,0,0,0
431,H00431,L,300.5,311.2,1789,24.8,187,1,0,0,0,0,0
432,H00432,L,303.0,308.3,2258,56.8,24,0,0,0,0,0,0
433,L00433,L,301.0,311.1,1725,35.6,13,0,0,0,0,0,0
434,M00434,L,299.9,311.0,2447,33.0,232,0,0,0,0,0,0
435,M00435,L,297.0,309.2,1949,42.9,239,0,0,0,0,0,0
436,M00436,L,296.7,310.0,1552,23.4,245,0,0,0,0,0,0
437,H00437,L,302.1,307.9,1402,36.3,136,0,0,0,0,0,0
438,L00438,L,301.1,309.9,2779,40.1,176,0,0,0,0,0,0
439,H00439,L,302.9,309.0,2107,30.3,117,0,0,0,0,0,0
440,H00440,H,301.9,310.5,1811,28.4,162,0,0,0,0,0,0
441,M00441,L,299.3,310.4,2538,36.2,213,0,0,0,0,0,0
442,H00442,M,295.4,309.9,1818,35.1,4,0,0,0,0,0,0
443,M00443,L,301.2,310.2,1877,34.8,235,0,0,0,0,0,0
444,L00444,L,298.0,309.2,2433,25.1,100,0,0,0,0,0,0
445,M00445,L,299.6,308.9,2607,25.0,205,0,0,0,0,0,0
446,L00446,L,300.8,312.1,1761,52.6,144,0,0,0,0,0,0
447,M00447,M,298.7,311.0,2295,26.9,68,0,0,0,0,0,0
448,H00448,M,298.3,310.1,2817,37.9,204,0,0,0,0,0,0
449,H00449,L,299.4,309.8,2690,38.4,53,0,0,0,0,0,0
450,L00450,H,295.9,312.4,2128,35.2,174,0,0,0,0,0,0
451,L00451,L,297.9,311.7,1828,38.4,222,0,0,0,0,0,0
452,L00452,H,297.9,309.7,1718,36.4,176,0,0,0,0,0,0
453,M00453,H,299.5,309.0,1692,35.8,73,0,0,0,0,0,0
454,M00454,L,298.1,310.1,1668,50.5,239,0,0,0,0,0,0
455,L00455,L,299.0,309.6,1161,30.5,61,0,0,0,0,0,0
456,H00456,L,299.1,309.1,1159,33.6,150,0,0,1,0,0,0
457,M00457,M,304.3,311.4,1306,49.1,92,0,0,1,1,0,0
458,M00458,L,301.5,310.5,2161,34.1,15,0,0,0,1,0,0
459,M00459,H,299.8,309.6,1874,35.5,208,0,0,0,0,0,0
460,L00460,M,300.9,309.6,1290,34.0,134,0,0,0,0,0,0
461,L00461,L,301.8,310.0,1788,50.5,42,0,0,0,0,0,0
462,L00462,L,300.6,309.5,1286,48.9,205,0,0,0,0,0,0
463,L00463,M,297.9,309.4,1840,28.1,171,0,0,0,0,0,0
464,L00464,L,299.7,312.1,2773,54.1,136,0,0,0,0,0,0
465,H00465,M,298.0,309.1,2573,18.3,70,0,0,0,0,0,0
466,H00466,L,299.3,307.8,1592,23.2,205,0,0,0,0,0,0
467,L00467,L,299.7,310.7,2615,24.2,79,0,0,0,0,0,0
468,M00468,L,302.1,311.1,2440,29.0,187,0,0,0,0,0,0
469,L00469,M,298.4,310.2,1825,35.7,137,0,0,0,0,0,0
470,H00470,L,298.3,308.4,2686,29.3,126,0,0,0,0,0,0
471,H00471,M,298.6,309.9,1426,27.9,123,0,0,0,0,0,0
472,M00472,L,298.8,309.5,2857,44.6,132,0,0,0,0,0,0
473,H00473,M,299.4,311.3,2529,36.4,50,0,0,0,0,0,0
474,L00474,L,300.7,309.2,2082,47.3,6,0,0,0,0,0,0
475,M00475,L,298.4,310.2,2827,48.6,21,0,0,0,0,0,0
476,L00476,M,300.2,310.6,2266,41.0,23,0,0,0,0,0,0
477,L00477,L,300.3,309.1,1790,46.3,125,0,0,0,0,0,0
478,M00478,L,301.1,309.4,2309,37.5,103,0,0,0,0,0,0
479,L00479,L,299.6,310.4,1260,26.9,41,0,0,0,0,0,0
480,H00480,M,301.7,306.8,2217,25.2,149,0,0,0,0,0,0
481,L00481,H,300.7,311.4,2040,19.9,246,0,0,0,0,0,0
482,M00482,L,300.6,309.0,1360,47.0,162,0,0,0,0,0,0
483,M00483,L,298.9,310.0,1492,40.8,237,0,0,0,0,0,0
484,M00484,M,300.5,308.6,2532,9.7,115,0,0,0,0,0,0
485,L00485,L,300.7,311.3,1510,45.7,182,0,0,0,0,0,0
486,M00486,H,298.8,310.0,2504,39.9,245,0,0,0,0,0,0
487,M00487,L,302.4,310.2,1560,30.2,130,0,0,0,0,0,0
488,L00488,H,305.2,310.6,1908,30.0,110,0,0,0,0,0,0
489,H00489,M,298.7,311.1,1657,36.4,105,0,0,0,0,0,0
490,L00490,M,299.1,308.9,1381,51.2,198,0,0,0,0,0,0
491,M00491,M,299.1,309.7,1953,39.7,18,0,0,0,0,0,0
492,M00492,L,297.4,311.3,2343,32.1,169,0,1,0,0,0,0
493,L00493,L,298.2,309.6,2577,61.5,173,0,0,0,0,0,0
494,H00494,L,301.7,311.4,1383,49.2,71,0,0,0,0,0,0
495,M00495,M,299.8,310.2,1669,49.0,124,0,0,0,0,0,0
496,M00496,M,303.8,309.6,1451,49.7,214,0,0,0,0,0,0
497,M00497,M,299.4,310.7,1249,51.8,147,0,0,0,0,0,0
498,L00498,L,300.8,309.8,1402,44.2,32,0,0,0,0,0,0
499,M00499,L,298.2,310.9,1457,40.2,133,0,0,0,0,0,0
500,H00500,L,299.8,309.5,1943,41.1,14,0,0,0,0,0,0
501,M00501,M,300.2,310.9,1952,26.2,68,0,0,0,0,0,0
502,M00502,L,295.8,310.4,1536,17.6,205,0,0,0,0,0,0
503,H00503,L,298.4,309.7,2296,47.1,200,0,0,0,0,0,0
504,M00504,M,301.3,308.2,1281,58.2,89,0,1,0,0,0,0
505,L00505,L,301.2,310.5,2409,36.2,223,0,0,0,0,0,0
506,L00506,L,297.5,311.1,1370,53.9,30,1,0,0,0,0,0
507,L00507,L,299.3,310.2,1211,55.4,5,0,0,0,0,0,0
508,H00508,M,295.3,307.8,1981,34.8,128,0,0,0,0,0,0
509,M00509,L,300.0,311.1,1881,52.1,146,0,0,0,0,0,0
510,L00510,M,302.5,310.4,1552,46.3,14,0,0,0,0,0,0
511,H00511,L,302.6,310.6,1320,36.8,33,0,0,0,0,0,0
512,M00512,M,302.5,309.9,2649,45.3,191,0,0,0,0,0,0
513,H00513,L,301.1,308.1,2767,42.9,82,0,0,0,0,0,0
514,L00514,L,302.3,310.6,1163,20.4,176,0,0,0,0,0,0
515,L00515,M,299.6,309.8,1419,64.9,202,0,0,0,0,0,0
516,L00516,M,299.0,309.3,2227,29.3,81,0,0,0,0,0,0
517,H00517,L,302.3,311.7,2586,42.0,215,0,0,0,0,0,0
518,H00518,M,300.6,310.6,2304,58.3,173,0,0,0,0,0,0
519,L00519,L,296.4,310.2,2783,37.3,50,0,0,0,0,0,0
520,H00520,H,302.4,309.1,1862,32.6,200,0,0,0,0,0,0
521,L00521,M,299.6,309.0,2021,41.3,10,0,0,0,0,0,0
522,L00522,L,298.7,310.5,2690,36.5,234,0,0,0,0,0,0
523,M00523,M,302.0,308.0,1778,52.2,3,0,0,0,0,0,0
524,H00524,L,301.7,310.6,1450,31.6,81,0,0,0,0,0,0
525,L00525,L,298.1,310.6,1853,34.3,235,0,0,0,0,0,0
526,L00526,H,299.7,311.4,1576,39.1,214,0,0,0,0,0,0
527,H00527,M,298.2,311.0,1265,27.1,40,0,0,0,0,0,0
528,M00528,L,298.2,311.1,1385,34.5,228,0,0,0,0,0,0
529,M00529,L,294.0,309.4,2736,34.6,191,0,0,0,0,0,0
530,L00530,L,298.0,308.5,1162,27.3,0,0,0,0,0,0,0
531,H00531,H,299.7,310.2,2391,33.8,216,0,0,0,0,0,0
532,M00532,L,294.3,310.4,2502,47.4,8,0,0,1,0,0,0
533,H00533,L,297.3,311.0,1217,20.0,166,0,0,0,0,0,0
534,H00534,L,301.2,311.5,1892,50.1,64,0,0,0,0,0,0
535,L00535,L,297.2,308.8,1986,34.8,115,0,0,0,0,0,0
536,M00536,L,299.7,310.9,1540,43.3,16,0,0,0,0,0,0
537,L00537,L,296.7,307.8,2265,50.0,66,0,0,0,0,0,0
538,M00538,L,300.8,310.3,1253,30.6,86,0,0,0,0,0,0
539,M00539,L,299.3,310.7,2763,44.5,0,0,0,0,0,0,0
540,M00540,H,298.2,308.5,2599,26.9,151,0,0,0,0,0,0
541,M00541,L,294.7,310.6,1763,26.0,204,0,0,0,0,0,0
542,M00542,M,298.2,308.9,1922,37.5,121,0,0,0,0,0,0
543,H00543,M,301.3,309.6,1453,38.4,147,0,0,0,0,0,0
544,L00544,M,303.1,310.9,1528,49.6,191,0,0,0,0,0,0
545,H00545,M,299.6,309.7,2521,25.2,147,0,0,0,0,0,0
546,M00546,L,299.8,309.7,2348,45.9,123,0,0,0,0,0,0
547,L00547,L,298.6,310.3,2565,35.8,203,0,0,0,0,0,0
548,M00548,L,302.5,310.8,2578,38.6,80,0,0,0,0,0,0
549,L00549,L,299.5,310.0,1237,18.5,84,0,0,0,0,0,0
550,H00550,M,301.8,311.6,1779,37.7,167,0,0,0,0,0,0
551,L00551,M,300.5,309.7,2826,47.4,215,0,0,0,0,0,0
552,L00552,M,300.2,311.2,1774,36.8,157,1,0,0,0,0,0
553,L00553,L,298.0,310.5,2422,36.2,150,0,0,0,0,0,0
554,L00554,H,303.6,310.7,1515,58.3,22,0,0,0,0,0,0
555,L00555,L,302.9,308.8,2262,39.3,119,0,0,0,0,0,0
556,M00556,L,304.5,311.2,2026,22.0,55,0,0,0,0,0,0
557,L00557,L,297.8,310.1,1881,24.0,46,0,0,0,0,0,0
558,L00558,M,300.5,312.3,2148,54.5,144,0,0,0,0,0,0
559,H00559,L,298.4,310.3,1605,34.7,1,0,0,0,0,0,0
560,L00560,H,300.9,310.0,1564,47.9,105,0,0,0,0,0,0
561,H00561,H,300.6,309.5,1604,36.0,215,0,0,0,0,0,0
562,M00562,M,299.2,310.0,2736,43.8,32,0,0,0,0,0,0
563,L00563,L,299.5,311.4,1660,35.3,248,0,0,0,0,0,0
564,H00564,M,304.2,310.8,2348,38.4,248,1,0,0,0,0,0
565,H00565,M,299.7,310.3,2084,44.4,236,0,0,0,0,0,0
566,M00566,L,295.6,310.9,1358,27.2,107,0,0,0,0,0,0
567,L00567,L,298.9,309.6,2802,42.7,14,0,0,0,0,0,0
568,L00568,L,297.8,309.5,2486,41.7,31,0,0,0,0,0,0
569,H00569,L,298.2,309.4,1520,24.4,105,0,0,0,0,0,0
570,L00570,L,301.4,311.0,2486,66.7,161,0,0,0,0,0,0
571,H00571,H,301.8,311.1,1952,36.2,187,0,0,0,0,0,0
572,L00572,L,298.3,309.2,2677,29.3,213,0,0,0,0,0,0
573,H00573,L,298.9,309.3,1235,54.7,30,0,0,0,0,0,0
574,L00574,H,298.6,309.9,1796,27.4,14,0,0,0,0,0,0
575,M00575,L,303.0,309.0,1970,33.8,147,0,0,0,0,0,0
576,L00576,M,301.8,310.2,2439,41.4,105,1,0,0,0,0,0
577,L00577,L,301.4,311.4,2393,34.0,214,0,0,0,0,0,0
578,M00578,L,297.9,310.4,1444,45.2,30,0,0,0,0,0,0
579,L00579,L,296.6,311.0,1655,45.4,1,0,0,0,0,0,0
580,M00580,L,302.5,308.7,2336,32.1,12,0,0,0,0,0,0
581,L00581,L,303.8,309.5,2300,54.7,233,0,0,0,0,0,0
582,H00582,M,296.5,308.1,1976,36.9,95,0,0,0,0,0,0
583,H00583,L,304.5,309.9,1266,42.0,112,0,0,1,0,0,0
584,L00584,M,299.8,312.2,2579,36.1,143,0,0,0,0,0,0
585,L00585,L,300.3,311.8,1798,35.5,14,0,0,0,0,0,0
586,L00586,L,297.4,310.4,1505,39.3,24,0,0,0,0,0,0
587,H00587,M,296.5,310.1,1925,58.5,75,0,0,0,0,0,0
588,L00588,L,295.5,310.5,2172,44.2,27,0,0,0,0,0,0
589,H00589,M,302.1,308.8,2395,29.5,104,0,0,0,0,0,0
590,M00590,H,299.8,310.2,2549,40.8,11,0,0,0,0,0,0
591,H00591,M,300.9,307.9,2487,34.4,120,0,0,0,0,0,0
592,H00592,L,302.3,307.4,2323,49.7,212,0,0,0,0,0,0
593,M00593,L,299.8,309.7,1385,38.9,203,0,0,0,0,0,0
594,H00594,M,303.4,312.4,2341,25.8,242,0,0,0,0,0,0
595,L00595,M,298.3,311.7,2668,44.1,181,0,0,0,0,0,0
596,L00596,L,299.2,311.1,2585,31.7,185,0,0,0,0,0,0
597,H00597,L,298.2,310.0,2091,44.0,112,0,0,0,0,0,0
598,L00598,L,301.7,311.6,1218,49.6,143,0,0,0,0,0,0
599,H00599,L,302.2,309.5,2737,37.1,189,0,0,0,0,0,0
600,L00600,L,299.1,308.8,1416,38.4,73,0,0,0,0,0,0
601,L00601,L,297.2,309.4,2323,41.7,247,0,0,0,0,0,0
602,H00602,M,302.5,308.4,1964,33.4,137,0,0,0,0,0,0
603,L00603,H,298.2,312.3,2698,40.9,243,0,0,0,0,0,0
604,H00604,M,299.2,310.5,1531,42.1,193,0,0,0,0,0,0
605,L00605,L,297.9,309.1,2785,31.1,90,0,0,0,0,0,0
606,L00606,L,300.6,309.9,1523,52.0,51,0,0,0,0,0,0
607,M00607,H,298.5,309.9,1834,22.8,29,0,0,0,0,0,0
608,M00608,H,301.4,311.4,1655,48.1,96,0,0,0,0,0,0
609,H00609,H,298.9,312.2,1386,53.8,15,0,0,0,0,0,0
610,M00610,M,301.1,311.1,2760,47.9,137,0,0,0,0,0,0
611,H00611,L,298.2,310.7,1474,29.4,142,0,0,0,0,0,0
612,M00612,M,302.5,310.3,2423,48.7,25,0,0,0,0,0,0
613,L00613,L,299.0,310.1,1739,61.0,188,0,0,0,0,0,0
614,H00614,L,300.2,310.1,1939,38.2,247,0,0,0,0,0,0
615,H00615,M,297.6,310.1,2624,40.0,14,0,0,0,0,0,0
616,L00616,L,300.0,309.8,1903,47.7,133,0,0,0,0,0,0
617,H00617,L,297.7,309.6,2595,31.3,208,0,0,0,0,0,0
618,H00618,L,299.9,308.9,2389,24.7,108,0,0,0,0,0,0
619,M00619,L,298.1,309.8,1881,44.2,128,0,0,0,0,0,0
620,H00620,M,299.7,308.7,1170,40.4,113,0,0,0,0,0,0
621,L00621,L,300.9,309.4,1454,29.6,86,0,0,0,0,0,0
622,M00622,L,297.3,309.9,2526,43.9,225,0,0,0,0,0,0
623,M00623,L,299.9,310.3,1753,36.5,162,0,0,0,0,0,0
624,L00624,L,300.8,310.2,1956,43.8,123,0,0,0,0,0,0
625,L00625,L,300.8,310.5,2159,41.9,106,0,0,0,0,0,0
626,M00626,M,303.8,310.4,1594,41.3,88,0,0,0,0,0,0
627,H00627,L,298.5,311.8,2785,39.9,128,0,0,0,0,0,0
628,M00628,M,300.0,311.7,1415,22.5,88,0,0,0,0,0,0
629,L00629,H,303.5,309.6,2146,25.0,37,0,0,0,0,0,0
630,M00630,M,297.3,310.9,2341,58.0,207,0,0,0,0,0,0
631,L00631,L,295.4,309.8,2231,53.8,238,0,0,0,0,0,0
632,M00632,L,301.1,308.3,1750,37.2,40,0,0,0,0,0,0
633,H00633,M,302.1,310.7,2858,44.3,139,0,0,0,0,0,0
634,M00634,L,295.8,309.5,2830,23.3,191,0,0,0,0,0,0
635,M00635,M,299.4,309.3,1782,25.1,137,0,0,0,0,0,0
636,L00636,M,298.0,309.4,1906,10.5,154,0,0,0,0,0,0
637,L00637,H,300.6,309.2,1473,29.2,247,0,0,0,0,0,0
638,L00638,H,299.9,311.8,2439,33.5,166,0,0,0,0,0,0
639,M00639,L,302.6,308.8,2235,47.1,233,0,0,0,0,0,0
640,H00640,L,297.3,309.8,1238,37.7,198,0,0,0,0,0,0
641,L00641,H,300.8,308.3,1565,42.7,69,0,0,0,0,0,0
642,L00642,L,301.2,309.3,2757,36.3,44,0,0,0,0,0,0
643,M00643,L,300.1,308.7,1831,38.7,10,0,0,0,0,0,0
644,L00644,M,296.0,310.5,2858,36.3,23,0,0,0,0,0,0
645,H00645,L,300.8,308.5,2249,42.6,56,0,0,0,0,0,0
646,H00646,M,298.5,311.4,1554,12.6,39,0,0,0,0,0,0
647,L00647,M,296.5,308.7,1514,40.0,88,0,0,0,0,0,0
648,L00648,L,300.7,309.0,2843,38.4,36,0,0,0,0,0,0
649,M00649,H,301.5,310.7,1534,56.7,2,0,0,0,0,0,0
650,H00650,M,298.8,311.9,1158,42.3,195,0,0,0,0,0,0
651,H00651,M,301.7,309.6,1664,55.9,67,0,0,0,0,0,0
652,L00652,L,301.7,310.6,2542,32.1,120,0,0,0,0,0,0
653,M00653,L,300.0,309.0,1458,32.5,232,0,0,0,0,0,0
654,H00654,M,301.2,309.5,1319,56.8,128,0,0,0,0,0,0
655,H00655,L,302.0,309.9,1296,37.6,93,0,0,0,0,0,0
656,M00656,L,301.1,309.2,2691,31.9,206,0,0,0,0,0,0
657,M00657,M,295.4,311.1,2856,40.2,44,0,0,0,0,0,0
658,H00658,L,295.0,310.8,1229,41.9,30,0,0,0,0,0,0
659,H00659,L,302.1,309.5,1953,52.3,36,0,0,0,0,0,0
660,M00660,L,298.6,307.5,1601,32.0,113,0,0,0,0,0,0
661,H00661,L,299.0,309.3,2639,47.4,196,0,0,0,0,0,0
662,L00662,M,303.8,311.3,2127,57.5,42,0,0,0,0,0,0
663,L00663,L,298.5,309.9,1956,51.2,84,1,0,0,0,0,0
664,M00664,L,299.7,311.0,2728,58.1,98,0,0,0,0,0,0
665,M00665,M,300.0,311.7,1906,40.1,3,0,0,0,0,0,0
666,M00666,H,299.6,310.6,2585,46.0,198,0,0,0,0,0,0
667,L00667,M,302.7,311.1,2735,32.3,121,0,0,0,0,0,0
668,H00668,L,299.3,309.4,1444,64.6,28,0,0,0,0,0,0
669,L00669,L,301.4,311.2,2303,49.0,99,0,0,0,0,0,0
670,H00670,M,300.1,309.8,2338,42.3,98,0,0,0,0,0,0
671,L00671,L,301.9,309.2,1762,39.5,95,0,0,0,0,0,0
672,H00672,M,297.3,312.1,2032,18.7,105,0,0,0,0,0,0
673,L00673,L,295.5,310.0,1599,18.3,243,0,0,0,0,0,0
674,M00674,L,300.1,309.3,2680,29.1,138,0,0,0,0,0,0
675,L00675,M,298.3,310.4,1218,34.6,241,0,0,0,0,0,0
676,H00676,M,302.9,308.9,1705,46.5,32,0,0,0,0,0,0
677,L00677,M,299.8,308.7,2058,48.1,180,0,0,0,0,0,0
678,L00678,L,300.4,309.8,2835,40.0,232,0,0,0,0,0,0
679,L00679,L,299.4,308.6,1649,43.2,120,0,0,0,0,0,0
680,M00680,L,298.7,309.5,2308,38.2,16,0,0,0,0,0,0
681,L00681,L,300.1,308.7,1979,51.0,139,0,0,0,0,0,0
682,M00682,L,302.0,311.0,1651,32.7,0,0,0,0,0,0,0
683,M00683,L,299.4,311.7,2123,36.9,183,0,0,0,0,0,0
684,L00684,L,299.2,308.6,2518,41.9,22,0,0,0,0,0,0
685,L00685,H,301.6,312.1,1879,32.3,6,0,0,0,0,0,0
686,L00686,M,296.6,310.8,2050,25.1,77,0,0,0,0,0,0
687,H00687,H,302.4,310.2,1809,43.6,168,0,0,0,0,0,0
688,L00688,L,298.4,308.5,2811,62.5,235,0,0,0,0,0,0
689,M00689,H,301.9,308.4,1910,41.1,52,0,0,0,0,0,0
690,L00690,L,300.6,310.0,1203,47.5,231,0,0,0,0,0,0
691,H00691,L,295.8,309.8,1481,36.6,6,1,0,0,0,0,0
692,L00692,M,300.0,309.7,2108,44.0,205,0,0,0,0,0,0
693,H00693,L,302.6,310.0,2593,25.9,97,0,0,0,0,0,0
694,H00694,L,299.4,309.3,1805,29.2,193,0,0,0,0,0,0
695,L00695,L,299.6,309.8,1462,46.1,83,0,0,0,0,0,0
696,M00696,L,298.5,310.0,2311,37.6,208,0,0,0,0,0,0
697,H00697,M,302.4,312.6,1504,23.3,73,0,0,0,1,0,0
698,L00698,M,299.1,307.7,2675,35.8,180,0,0,0,0,0,0
699,L00699,M,303.6,310.4,1374,49.2,4,0,0,0,0,0,0
700,M00700,L,302.3,310.1,1763,33.7,96,0,0,0,0,0,0
701,H00701,M,302.7,310.0,1248,17.3,100,0,0,0,0,0,0
702,H00702,L,300.2,310.4,1456,57.6,163,0,0,0,0,0,0
703,L00703,L,299.0,312.0,1944,41.1,43,0,0,0,0,0,0
704,L00704,H,301.0,310.3,1540,56.3,109,0,0,0,0,0,0
705,M00705,L,303.1,308.5,2264,43.5,121,0,0,0,0,0,0
706,M00706,M,303.5,310.4,1523,33.5,138,0,0,0,0,0,0
707,H00707,L,296.3,309.8,1353,43.5,191,0,0,0,0,0,0
708,H00708,M,305.4,309.4,1758,43.2,148,0,0,0,0,0,0
709,L00709,M,300.5,310.2,1782,58.3,131,0,0,0,0,0,0
710,H00710,L,301.6,309.9,2290,52.9,88,0,0,0,0,0,0
711,M00711,L,298.2,309.8,1215,46.9,232,0,0,0,0,0,0
712,M00712,M,298.1,309.9,1280,43.8,34,0,0,0,0,0,0
713,L00713,L,297.1,308.8,1928,40.8,34,0,0,0,0,0,0
714,M00714,L,303.4,310.7,2050,34.2,34,0,0,0,0,0,0
715,M00715,M,298.6,309.9,1977,50.8,166,0,0,0,0,0,0
716,M00716,L,299.8,310.3,2559,35.8,32,0,0,0,0,0,0
717,M00717,M,299.4,309.1,1241,37.6,76,0,0,0,0,0,0
718,L00718,L,298.0,308.9,2250,40.7,67,0,0,0,0,0,0
719,L00719,L,299.6,309.6,2425,33.7,120,0,0,0,0,1,0
720,H00720,M,300.2,310.0,1888,35.5,171,0,0,0,0,0,0
721,M00721,L,302.5,309.6,2493,40.0,231,0,0,0,0,0,0
722,H00722,L,297.9,310.1,1802,39.2,50,0,0,0,0,0,0
723,L00723,L,298.8,307.8,1203,54.6,247,1,0,0,0,0,0
724,L00724,L,301.1,312.0,2825,24.7,37,0,0,0,0,0,0
725,L00725,L,300.1,309.2,1807,45.6,41,0,0,0,0,0,0
726,L00726,L,300.1,308.8,2318,35.2,172,0,0,0,0,0,0
727,L00727,L,298.1,311.1,1828,36.5,29,0,0,0,0,0,0
728,L00728,L,301.6,308.8,2259,16.2,218,0,1,0,0,0,0
729,L00729,M,302.8,310.2,2314,32.5,162,0,0,0,0,0,0
730,M00730,M,302.6,308.8,1194,45.2,27,0,0,0,0,0,0
731,H00731,L,299.6,309.7,2813,33.1,168,0,0,0,0,0,0
732,L00732,M,294.8,309.7,1266,35.2,105,0,0,0,0,0,0
733,M00733,M,300.5,309.2,1296,37.0,172,0,0,0,1,0,0
734,M00734,L,300.2,310.9,1808,42.0,47,1,0,0,0,0,0
735,H00735,M,298.0,311.4,2194,56.6,54,0,0,0,0,0,0
736,L00736,L,298.4,309.2,1685,39.3,135,0,0,0,0,0,0
737,H00737,M,298.0,310.1,2331,68.9,153,0,0,0,0,0,0
738,L00738,L,300.5,308.7,2649,65.9,106,0,0,0,0,0,0
739,M00739,L,298.4,310.1,2221,56.4,225,0,0,0,1,0,0
740,M00740,M,300.3,310.8,1568,50.2,124,0,0,0,0,0,0
741,M00741,L,304.8,310.1,2283,43.5,114,0,0,0,0,0,0
742,M00742,L,299.6,309.4,2162,55.2,156,0,0,0,0,0,0
743,H00743,L,297.7,309.7,1720,61.1,54,0,0,0,0,0,0
744,L00744,L,297.1,309.5,2147,41.1,193,0,0,0,0,0,0
745,L00745,M,300.7,309.8,2702,42.7,69,0,0,0,0,0,0
746,H00746,M,304.0,309.3,2477,47.7,47,0,0,0,0,0,0
747,L00747,L,298.2,310.2,1631,39.0,207,0,0,0,0,0,0
748,M00748,L,295.7,308.8,2740,54.8,6,0,0,0,0,0,0
749,L00749,M,303.4,307.2,2310,27.7,74,0,0,0,0,0,0
750,M00750,L,305.0,311.1,2250,43.4,122,0,0,0,0,0,0
